Week,Category,Sub_Category,Metric,Text_Value,Country,Month,Product,Support,Confidence,Lift,Leverage,Conviction,Revenue,Quantity,Num_Transactions,Segment,Num_Customers,Avg_Spend,Priority,Expected_Impact,Recommendation
Week 4 - Insights,Top Products,DAISY JOURNAL,186.96,,,,DAISY JOURNAL,,,,,,186.96,68,32,,,,,,
Week 4 - Insights,Top Products,PINK OVAL SHAPE TRINKET BOX,186.64,,,,PINK OVAL SHAPE TRINKET BOX,,,,,,186.64,20,13,,,,,,
Week 4 - Insights,Top Products,ENGLISH ROSE NOTEBOOK A6 SIZE,186.56,,,,ENGLISH ROSE NOTEBOOK A6 SIZE,,,,,,186.56,399,21,,,,,,
Week 4 - Insights,Top Products,FLAG OF ST GEORGE CHAIR,185.3,,,,FLAG OF ST GEORGE CHAIR,,,,,,185.3,38,8,,,,,,
Week 4 - Insights,Top Products,EIGHT PIECE DINOSAUR SET,185.18,,,,EIGHT PIECE DINOSAUR SET,,,,,,185.18,125,35,,,,,,
Week 4 - Insights,Top Products,GIFT BAG LARGE VINTAGE CHRISTMAS,185,,,,GIFT BAG LARGE VINTAGE CHRISTMAS,,,,,,185,148,9,,,,,,
Week 4 - Insights,Top Products,SILVER M.O.P ORBIT DROP EARRINGS,184.83,,,,SILVER M.O.P ORBIT DROP EARRINGS,,,,,,184.83,44,36,,,,,,
Week 4 - Insights,Top Products,PURPLE ENAMEL FLOWER RING,184.81,,,,PURPLE ENAMEL FLOWER RING,,,,,,184.81,63,27,,,,,,
Week 4 - Insights,Top Products,CHAMBRE HOOK,184.68,,,,CHAMBRE HOOK,,,,,,184.68,132,25,,,,,,
Week 4 - Insights,Top Products,GOLD/M.O.P PENDANT ORBIT NECKLACE,184.66,,,,GOLD/M.O.P PENDANT ORBIT NECKLACE,,,,,,184.66,22,19,,,,,,
Week 4 - Insights,Top Products,A PRETTY THANK YOU CARD,184.5,,,,A PRETTY THANK YOU CARD,,,,,,184.5,432,33,,,,,,
Week 4 - Insights,Top Products,MULTI HEARTS  STICKERS,184.29,,,,MULTI HEARTS  STICKERS,,,,,,184.29,213,41,,,,,,
Week 4 - Insights,Top Products,SET OF 4 CAROUSEL PLACEMATS,183.45,,,,SET OF 4 CAROUSEL PLACEMATS,,,,,,183.45,91,23,,,,,,
Week 4 - Insights,Top Products,PINK CHICK EGG WARMER + EGG CUP,183.41,,,,PINK CHICK EGG WARMER + EGG CUP,,,,,,183.41,171,38,,,,,,
Week 4 - Insights,Top Products,SILVER STANDING GNOME,183.36,,,,SILVER STANDING GNOME,,,,,,183.36,36,20,,,,,,
Week 4 - Insights,Top Products,RETRO PLASTIC 70'S TRAY,183.11,,,,RETRO PLASTIC 70'S TRAY,,,,,,183.11,387,64,,,,,,
Week 4 - Insights,Top Products,PSYCHEDELIC TILE HOOK,182.95,,,,PSYCHEDELIC TILE HOOK,,,,,,182.95,299,44,,,,,,
Week 4 - Insights,Top Products,SILVER BOOK MARK WITH BEADS,182.25,,,,SILVER BOOK MARK WITH BEADS,,,,,,182.25,161,34,,,,,,
Week 4 - Insights,Top Products,SMOKEY GREY COLOUR D.O.F. GLASS,182.23,,,,SMOKEY GREY COLOUR D.O.F. GLASS,,,,,,182.23,539,24,,,,,,
Week 4 - Insights,Top Products,MINI JIGSAW LEAP FROG,181.79,,,,MINI JIGSAW LEAP FROG,,,,,,181.79,455,33,,,,,,
Week 4 - Insights,Top Products,SET/4 BIRD MIRROR MAGNETS,181.33,,,,SET/4 BIRD MIRROR MAGNETS,,,,,,181.33,459,51,,,,,,
Week 4 - Insights,Top Products,PINK YELLOW PATCH CUSHION COVER,180.93,,,,PINK YELLOW PATCH CUSHION COVER,,,,,,180.93,29,23,,,,,,
Week 4 - Insights,Top Products,ASSORTED CHEESE FRIDGE MAGNETS,180.71,,,,ASSORTED CHEESE FRIDGE MAGNETS,,,,,,180.71,223,18,,,,,,
Week 4 - Insights,Top Products,CREAM DELPHINIUM ARTIFICIAL FLOWER,180.58,,,,CREAM DELPHINIUM ARTIFICIAL FLOWER,,,,,,180.58,70,8,,,,,,
Week 4 - Insights,Top Products,PINK DISCO HANDBAG,180.52,,,,PINK DISCO HANDBAG,,,,,,180.52,84,22,,,,,,
Week 4 - Insights,Top Products,ANGEL DECORATION WITH LACE PADDED,180.2,,,,ANGEL DECORATION WITH LACE PADDED,,,,,,180.2,212,11,,,,,,
Week 4 - Insights,Top Products,CANDY SHOP  STICKER SHEET,179.46,,,,CANDY SHOP  STICKER SHEET,,,,,,179.46,195,33,,,,,,
Week 4 - Insights,Top Products,GREEN  DIAMANTE PEN IN GIFT BOX,178.89,,,,GREEN  DIAMANTE PEN IN GIFT BOX,,,,,,178.89,76,33,,,,,,
Week 4 - Insights,Top Products,BEADED CRYSTAL HEART BLUE ON STICK,178.85,,,,BEADED CRYSTAL HEART BLUE ON STICK,,,,,,178.85,193,50,,,,,,
Week 4 - Insights,Top Products,CREAM HANGING HEART T-LIGHT HOLDER,178.51,,,,CREAM HANGING HEART T-LIGHT HOLDER,,,,,,178.51,61,9,,,,,,
Week 4 - Insights,Top Products,DOLLCRAFT GIRL AMELIE,178.2,,,,DOLLCRAFT GIRL AMELIE,,,,,,178.2,36,8,,,,,,
Week 4 - Insights,Top Products,BEACH HUT KEY CABINET,177.33,,,,BEACH HUT KEY CABINET,,,,,,177.33,34,21,,,,,,
Week 4 - Insights,Top Products,PINK JEWELLED MIRROR TRINKET TRAY,177.2,,,,PINK JEWELLED MIRROR TRINKET TRAY,,,,,,177.2,21,16,,,,,,
Week 4 - Insights,Top Products,75 GREEN PETIT FOUR CASES,176.17,,,,75 GREEN PETIT FOUR CASES,,,,,,176.17,351,73,,,,,,
Week 4 - Insights,Top Products,GLASS CHALICE GREEN  SMALL,175.78,,,,GLASS CHALICE GREEN  SMALL,,,,,,175.78,161,19,,,,,,
Week 4 - Insights,Top Products,BLUE CIRCLES DESIGN MONKEY DOLL,175.73,,,,BLUE CIRCLES DESIGN MONKEY DOLL,,,,,,175.73,66,28,,,,,,
Week 4 - Insights,Top Products,Dotcomgiftshop Gift Voucher ÃÂ£30.00,175.53,,,,Dotcomgiftshop Gift Voucher ÃÂ£30.00,,,,,,175.53,7,7,,,,,,
Week 4 - Insights,Top Products,NINJA RABBIT PINK,175.29,,,,NINJA RABBIT PINK,,,,,,175.29,157,41,,,,,,
Week 4 - Insights,Top Products,S/4 GROOVY CAT MAGNETS,175.16,,,,S/4 GROOVY CAT MAGNETS,,,,,,175.16,149,24,,,,,,
Week 4 - Insights,Top Products,"RUSTIC WOODEN CABINET, GLASS DOORS",174.77,,,,"RUSTIC WOODEN CABINET, GLASS DOORS",,,,,,174.77,5,3,,,,,,
Week 4 - Insights,Top Products,BLACK GLASS BRACELET W HEART CHARMS,174.73,,,,BLACK GLASS BRACELET W HEART CHARMS,,,,,,174.73,35,27,,,,,,
Week 4 - Insights,Top Products,PACK 20 DOLLY PEGS,174.5,,,,PACK 20 DOLLY PEGS,,,,,,174.5,242,4,,,,,,
Week 4 - Insights,Top Products,MEDIUM WHITE/PINK ROSE ART FLOWER,174.31,,,,MEDIUM WHITE/PINK ROSE ART FLOWER,,,,,,174.31,127,11,,,,,,
Week 4 - Insights,Top Products,SWIRLY CIRCULAR RUBBERS IN BAG,173.93,,,,SWIRLY CIRCULAR RUBBERS IN BAG,,,,,,173.93,460,58,,,,,,
Week 4 - Insights,Top Products,GREEN SQUARE COMPACT MIRROR,173.51,,,,GREEN SQUARE COMPACT MIRROR,,,,,,173.51,107,19,,,,,,
Week 4 - Insights,Top Products,DOILEY BISCUIT TIN,173.4,,,,DOILEY BISCUIT TIN,,,,,,173.4,60,10,,,,,,
Week 4 - Insights,Top Products,ASS COL CIRCLE MOBILE,173.16,,,,ASS COL CIRCLE MOBILE,,,,,,173.16,474,6,,,,,,
Week 4 - Insights,Top Products,FUNKY MONKEY GIFT BAG MEDIUM,173.12,,,,FUNKY MONKEY GIFT BAG MEDIUM,,,,,,173.12,371,41,,,,,,
Week 4 - Insights,Top Products,"TUMBLER, NEW ENGLAND",172.94,,,,"TUMBLER, NEW ENGLAND",,,,,,172.94,118,13,,,,,,
Week 4 - Insights,Top Products,NUMBER TILE VINTAGE FONT 6,172.78,,,,NUMBER TILE VINTAGE FONT 6,,,,,,172.78,96,28,,,,,,
Week 4 - Insights,Top Products,RED KUKUI COCONUT SEED NECKLACE,172.73,,,,RED KUKUI COCONUT SEED NECKLACE,,,,,,172.73,104,22,,,,,,
Week 4 - Insights,Top Products,BATHROOM SCALES FOOTPRINTS IN SAND,172.05,,,,BATHROOM SCALES FOOTPRINTS IN SAND,,,,,,172.05,51,20,,,,,,
Week 4 - Insights,Top Products,PINK PAINTED KASHMIRI CHAIR,171.8,,,,PINK PAINTED KASHMIRI CHAIR,,,,,,171.8,4,1,,,,,,
Week 4 - Insights,Top Products,50CM METAL STRING WITH  7 CLIPS,171.79,,,,50CM METAL STRING WITH  7 CLIPS,,,,,,171.79,225,23,,,,,,
Week 4 - Insights,Top Products,PINK RETRO BIG FLOWER BAG,171.6,,,,PINK RETRO BIG FLOWER BAG,,,,,,171.6,88,14,,,,,,
Week 4 - Insights,Top Products,RED  EGG  SPOON,171.12,,,,RED  EGG  SPOON,,,,,,171.12,1249,88,,,,,,
Week 4 - Insights,Top Products,JARDIN ETCHED GLASS SMALL BELL JAR,171.11,,,,JARDIN ETCHED GLASS SMALL BELL JAR,,,,,,171.11,45,9,,,,,,
Week 4 - Insights,Top Products,ROUND WHITE CONFETTI IN TUBE,169.88,,,,ROUND WHITE CONFETTI IN TUBE,,,,,,169.88,96,12,,,,,,
Week 4 - Insights,Top Products,VINTAGE WOODEN BAR STOOL,169.75,,,,VINTAGE WOODEN BAR STOOL,,,,,,169.75,6,4,,,,,,
Week 4 - Insights,Top Products,WAKE UP COCKEREL TILE COASTER,168.76,,,,WAKE UP COCKEREL TILE COASTER,,,,,,168.76,460,29,,,,,,
Week 4 - Insights,Top Products,BEADED CRYSTAL HEART GREEN SMALL,168.59,,,,BEADED CRYSTAL HEART GREEN SMALL,,,,,,168.59,119,31,,,,,,
Week 4 - Insights,Top Products,CHRISTMAS CARD SINGING ANGEL,168.33,,,,CHRISTMAS CARD SINGING ANGEL,,,,,,168.33,399,39,,,,,,
Week 4 - Insights,Top Products,CLASSIC WHITE FRAME,168.16,,,,CLASSIC WHITE FRAME,,,,,,168.16,56,16,,,,,,
Week 4 - Insights,Top Products,SILVER HOOP EARRINGS WITH FLOWER,168,,,,SILVER HOOP EARRINGS WITH FLOWER,,,,,,168,28,18,,,,,,
Week 4 - Insights,Top Products,RED ENAMEL FLOWER RING,167.72,,,,RED ENAMEL FLOWER RING,,,,,,167.72,57,20,,,,,,
Week 4 - Insights,Top Products,Dotcomgiftshop Gift Voucher ÃÂ£50.00,167.56,,,,Dotcomgiftshop Gift Voucher ÃÂ£50.00,,,,,,167.56,4,4,,,,,,
Week 4 - Insights,Top Products,MIDNIGHT BLUE GLASS/SILVER BRACELET,167.3,,,,MIDNIGHT BLUE GLASS/SILVER BRACELET,,,,,,167.3,18,15,,,,,,
Week 4 - Insights,Top Products,Dotcomgiftshop Gift Voucher ÃÂ£20.00,167.05,,,,Dotcomgiftshop Gift Voucher ÃÂ£20.00,,,,,,167.05,10,9,,,,,,
Week 4 - Insights,Top Products,BOTANICAL LILY GREETING CARD,166.86,,,,BOTANICAL LILY GREETING CARD,,,,,,166.86,391,57,,,,,,
Week 4 - Insights,Top Products,VINTAGE KITCHEN PRINT VEGETABLES,165.75,,,,VINTAGE KITCHEN PRINT VEGETABLES,,,,,,165.75,65,12,,,,,,
Week 4 - Insights,Top Products,MOROCCAN BEATEN METAL DISH LARGE,165.74,,,,MOROCCAN BEATEN METAL DISH LARGE,,,,,,165.74,12,8,,,,,,
Week 4 - Insights,Top Products,MIDNIGHT BLUE VINTAGE EARRINGS,165.32,,,,MIDNIGHT BLUE VINTAGE EARRINGS,,,,,,165.32,44,31,,,,,,
Week 4 - Insights,Top Products,PAISLEY PARK CARD,165.08,,,,PAISLEY PARK CARD,,,,,,165.08,376,41,,,,,,
Week 4 - Insights,Top Products,Bank Charges,165.001,,,,Bank Charges,,,,,,165,12,11,,,,,,
Week 4 - Insights,Top Products,MEDIUM PINK BUDDHA HEAD,164.8,,,,MEDIUM PINK BUDDHA HEAD,,,,,,164.8,48,20,,,,,,
Week 4 - Insights,Top Products,RETRO PLASTIC DAISY TRAY,164.59,,,,RETRO PLASTIC DAISY TRAY,,,,,,164.59,300,60,,,,,,
Week 4 - Insights,Top Products,ENAMEL BLUE RIM COFFEE CONTAINER,164.13,,,,ENAMEL BLUE RIM COFFEE CONTAINER,,,,,,164.13,140,25,,,,,,
Week 4 - Insights,Top Products,BLUE MURANO TWIST BRACELET,164.12,,,,BLUE MURANO TWIST BRACELET,,,,,,164.12,39,15,,,,,,
Week 4 - Insights,Top Products,SILVER LARIAT 40CM,163.82,,,,SILVER LARIAT 40CM,,,,,,163.82,26,10,,,,,,
Week 4 - Insights,Top Products,JARDIN ETCHED GLASS LARGE BELL JAR,163.75,,,,JARDIN ETCHED GLASS LARGE BELL JAR,,,,,,163.75,37,13,,,,,,
Week 4 - Insights,Top Products,FIRST CLASS LUGGAGE TAG,163.59,,,,FIRST CLASS LUGGAGE TAG,,,,,,163.59,128,47,,,,,,
Week 4 - Insights,Top Products,PINK STRAWBERRY HANDBAG,163.1,,,,PINK STRAWBERRY HANDBAG,,,,,,163.1,60,34,,,,,,
Week 4 - Insights,Top Products,SILVER/MOP ORBIT NECKLACE,162.79,,,,SILVER/MOP ORBIT NECKLACE,,,,,,162.79,16,15,,,,,,
Week 4 - Insights,Top Products,MONEY BOX CONFECTIONERY DESIGN,162.44,,,,MONEY BOX CONFECTIONERY DESIGN,,,,,,162.44,145,29,,,,,,
Week 4 - Insights,Top Products,CHARLIE AND LOLA CHARLOTTE BAG,162.21,,,,CHARLIE AND LOLA CHARLOTTE BAG,,,,,,162.21,65,27,,,,,,
Week 4 - Insights,Top Products,NUMBER TILE COTTAGE GARDEN 4,161.86,,,,NUMBER TILE COTTAGE GARDEN 4,,,,,,161.86,64,29,,,,,,
Week 4 - Insights,Top Products,MIRRORED WALL ART SPLODGES,161.49,,,,MIRRORED WALL ART SPLODGES,,,,,,161.49,101,16,,,,,,
Week 4 - Insights,Top Products,2 PICTURE BOOK EGGS EASTER DUCKS,160.89,,,,2 PICTURE BOOK EGGS EASTER DUCKS,,,,,,160.89,120,24,,,,,,
Week 4 - Insights,Top Products,FRENCH CHATEAU LARGE PLATTER,160.5,,,,FRENCH CHATEAU LARGE PLATTER,,,,,,160.5,70,18,,,,,,
Week 4 - Insights,Top Products,SPRIG LAVENDER ARTIFICIAL FLOWER,160.48,,,,SPRIG LAVENDER ARTIFICIAL FLOWER,,,,,,160.48,224,10,,,,,,
Week 4 - Insights,Top Products,MOROCCAN BEATEN METAL DISH,160.09,,,,MOROCCAN BEATEN METAL DISH,,,,,,160.09,15,6,,,,,,
Week 4 - Insights,Top Products,SET 4 PICNIC CUTLERY BLUEBERRY,159.9,,,,SET 4 PICNIC CUTLERY BLUEBERRY,,,,,,159.9,82,9,,,,,,
Week 4 - Insights,Top Products,WRAP RED DOILEY,159.6,,,,WRAP RED DOILEY,,,,,,159.6,380,16,,,,,,
Week 4 - Insights,Top Products,DIAMANTE BOW BROOCH RED COLOUR,158.75,,,,DIAMANTE BOW BROOCH RED COLOUR,,,,,,158.75,25,10,,,,,,
Week 4 - Insights,Top Products,GREEN VINTAGE EARRINGS,158.08,,,,GREEN VINTAGE EARRINGS,,,,,,158.08,39,28,,,,,,
Week 4 - Insights,Top Products,PORCELAIN BUDAH INCENSE HOLDER,158.06,,,,PORCELAIN BUDAH INCENSE HOLDER,,,,,,158.06,1525,34,,,,,,
Week 4 - Insights,Top Products,OLD ROSE COMBO BEAD NECKLACE,157.5,,,,OLD ROSE COMBO BEAD NECKLACE,,,,,,157.5,54,45,,,,,,
Week 4 - Insights,Top Products,GREEN WIRE STANDING CANDLE HOLDER,157.34,,,,GREEN WIRE STANDING CANDLE HOLDER,,,,,,157.34,38,18,,,,,,
Week 4 - Insights,Top Products,VINTAGE BEAD COSMETIC BAG,156.85,,,,VINTAGE BEAD COSMETIC BAG,,,,,,156.85,57,35,,,,,,
Week 4 - Insights,Top Products,TUSCAN VILLA BIRD TABLE,156.75,,,,TUSCAN VILLA BIRD TABLE,,,,,,156.75,19,11,,,,,,
Week 4 - Insights,Top Products,IVY HEART WREATH,155.6,,,,IVY HEART WREATH,,,,,,155.6,18,11,,,,,,
Week 4 - Insights,Top Products,MOCK LOBSTER FRIDGE MAGNET,154.81,,,,MOCK LOBSTER FRIDGE MAGNET,,,,,,154.81,272,44,,,,,,
Week 4 - Insights,Top Products,ASSORTED CIRCULAR MOBILE,154.77,,,,ASSORTED CIRCULAR MOBILE,,,,,,154.77,693,33,,,,,,
Week 4 - Insights,Top Products,MINI JIGSAW GO TO THE FAIR,154.34,,,,MINI JIGSAW GO TO THE FAIR,,,,,,154.34,378,39,,,,,,
Week 4 - Insights,Top Products,RETRO LEAVES MAGNETIC NOTEPAD,154.09,,,,RETRO LEAVES MAGNETIC NOTEPAD,,,,,,154.09,105,19,,,,,,
Week 4 - Insights,Top Products,SET OF 12 ROSE BOTANICAL T-LIGHTS,153.29,,,,SET OF 12 ROSE BOTANICAL T-LIGHTS,,,,,,153.29,51,9,,,,,,
Week 4 - Insights,Top Products,LUNCH BOX WITH CUTLERY FAIRY CAKES,153,,,,LUNCH BOX WITH CUTLERY FAIRY CAKES,,,,,,153,60,24,,,,,,
Week 4 - Insights,Top Products,GOLD M PEARL  ORBIT NECKLACE,152.84,,,,GOLD M PEARL  ORBIT NECKLACE,,,,,,152.84,15,13,,,,,,
Week 4 - Insights,Top Products,BATHROOM HOOK,152.82,,,,BATHROOM HOOK,,,,,,152.82,134,26,,,,,,
Week 4 - Insights,Top Products,ANTIQUE GLASS PLACE SETTING,152.5,,,,ANTIQUE GLASS PLACE SETTING,,,,,,152.5,122,8,,,,,,
Week 4 - Insights,Top Products,VINTAGE ROSE BEAD BRACELET BLACK,152.4,,,,VINTAGE ROSE BEAD BRACELET BLACK,,,,,,152.4,36,17,,,,,,
Week 4 - Insights,Top Products,HEART TRELLISTRIPLE T-LIGHT HOLDER,152.24,,,,HEART TRELLISTRIPLE T-LIGHT HOLDER,,,,,,152.24,56,5,,,,,,
Week 4 - Insights,Top Products,BEACH HUT DESIGN BLACKBOARD,152.07,,,,BEACH HUT DESIGN BLACKBOARD,,,,,,152.07,29,13,,,,,,
Week 4 - Insights,Top Products,PURPLE ENAMEL+GLASS HAIR COMB,151.2,,,,PURPLE ENAMEL+GLASS HAIR COMB,,,,,,151.2,78,3,,,,,,
Week 4 - Insights,Top Products,YELLOW DRAGONFLY HELICOPTER,151.05,,,,YELLOW DRAGONFLY HELICOPTER,,,,,,151.05,19,8,,,,,,
Week 4 - Insights,Top Products,WHITE TISSUE REAM,151.05,,,,WHITE TISSUE REAM,,,,,,151.05,19,13,,,,,,
Week 4 - Insights,Top Products,GREEN ROUND COMPACT MIRROR,150.56,,,,GREEN ROUND COMPACT MIRROR,,,,,,150.56,96,19,,,,,,
Week 4 - Insights,Top Products,BOYS PARTY BAG,150.55,,,,BOYS PARTY BAG,,,,,,150.55,47,11,,,,,,
Week 4 - Insights,Top Products,BLUE PAINTED KASHMIRI CHAIR,149.85,,,,BLUE PAINTED KASHMIRI CHAIR,,,,,,149.85,3,1,,,,,,
Week 4 - Insights,Top Products,BLACK VINTAGE EARRINGS,149.41,,,,BLACK VINTAGE EARRINGS,,,,,,149.41,36,31,,,,,,
Week 4 - Insights,Top Products,POLYESTER FILLER PAD 45x30cm,149.35,,,,POLYESTER FILLER PAD 45x30cm,,,,,,149.35,103,38,,,,,,
Week 4 - Insights,Top Products,CRYSTAL DIAMANTE EXPANDABLE RING,148.63,,,,CRYSTAL DIAMANTE EXPANDABLE RING,,,,,,148.63,35,11,,,,,,
Week 4 - Insights,Top Products,TUSCAN VILLA BIRD FEEDER,148.63,,,,TUSCAN VILLA BIRD FEEDER,,,,,,148.63,17,9,,,,,,
Week 4 - Insights,Top Products,"DECOUPAGE,GREETING CARD,",148.55,,,,"DECOUPAGE,GREETING CARD,",,,,,,148.55,333,30,,,,,,
Week 4 - Insights,Top Products,BLUE CAT BISCUIT BARREL PINK HEART,148.32,,,,BLUE CAT BISCUIT BARREL PINK HEART,,,,,,148.32,66,17,,,,,,
Week 4 - Insights,Top Products,WHITE SQUARE TABLE CLOCK,147.97,,,,WHITE SQUARE TABLE CLOCK,,,,,,147.97,87,19,,,,,,
Week 4 - Insights,Top Products,PINK HEART DOTS HOT WATER BOTTLE,147.88,,,,PINK HEART DOTS HOT WATER BOTTLE,,,,,,147.88,36,11,,,,,,
Week 4 - Insights,Top Products,NUMBER TILE COTTAGE GARDEN 3,147.75,,,,NUMBER TILE COTTAGE GARDEN 3,,,,,,147.75,59,24,,,,,,
Week 4 - Insights,Top Products,SPACE CADET RED,147.2,,,,SPACE CADET RED,,,,,,147.2,121,32,,,,,,
Week 4 - Insights,Top Products,NUMBER TILE VINTAGE FONT 7,146.43,,,,NUMBER TILE VINTAGE FONT 7,,,,,,146.43,87,25,,,,,,
Week 4 - Insights,Top Products,NEW BAROQUE BLACK PHOTO ALBUM,146.21,,,,NEW BAROQUE BLACK PHOTO ALBUM,,,,,,146.21,27,14,,,,,,
Week 4 - Insights,Top Products,BLUE GEISHA GIRL,146.08,,,,BLUE GEISHA GIRL,,,,,,146.08,44,25,,,,,,
Week 4 - Insights,Top Products,GREEN GEISHA GIRL,146.05,,,,GREEN GEISHA GIRL,,,,,,146.05,46,28,,,,,,
Week 4 - Insights,Top Products,FRUIT SALAD BAG CHARM,145.52,,,,FRUIT SALAD BAG CHARM,,,,,,145.52,64,45,,,,,,
Week 4 - Insights,Top Products,GIRLS PARTY BAG,144.43,,,,GIRLS PARTY BAG,,,,,,144.43,47,13,,,,,,
Week 4 - Insights,Top Products,SET/20 FRUIT SALAD PAPER NAPKINS,143.44,,,,SET/20 FRUIT SALAD PAPER NAPKINS,,,,,,143.44,88,25,,,,,,
Week 4 - Insights,Top Products,MIRRORED WALL ART LADIES,143.28,,,,MIRRORED WALL ART LADIES,,,,,,143.28,163,33,,,,,,
Week 4 - Insights,Top Products,STRIPES DESIGN TEDDY,142.8,,,,STRIPES DESIGN TEDDY,,,,,,142.8,56,30,,,,,,
Week 4 - Insights,Top Products,BOTANICAL ROSE GREETING CARD,141.95,,,,BOTANICAL ROSE GREETING CARD,,,,,,141.95,337,22,,,,,,
Week 4 - Insights,Top Products,COSY SLIPPER SHOES SMALL  RED,141.63,,,,COSY SLIPPER SHOES SMALL  RED,,,,,,141.63,45,20,,,,,,
Week 4 - Insights,Top Products,GREEN FERN NOTEBOOK,141.24,,,,GREEN FERN NOTEBOOK,,,,,,141.24,86,44,,,,,,
Week 4 - Insights,Top Products,BLUE POLKADOT PURSE,141.15,,,,BLUE POLKADOT PURSE,,,,,,141.15,44,33,,,,,,
Week 4 - Insights,Top Products,BLUE FLY SWAT,141.03,,,,BLUE FLY SWAT,,,,,,141.03,155,65,,,,,,
Week 4 - Insights,Top Products,WHITE  ROSEBUD PEARL BRACELET,140.98,,,,WHITE  ROSEBUD PEARL BRACELET,,,,,,140.98,38,15,,,,,,
Week 4 - Insights,Top Products,CUBIC MUG FLOCK PINK ON BROWN,139.89,,,,CUBIC MUG FLOCK PINK ON BROWN,,,,,,139.89,157,31,,,,,,
Week 4 - Insights,Top Products,UNION JACK HOT WATER BOTTLE,139.86,,,,UNION JACK HOT WATER BOTTLE,,,,,,139.86,13,3,,,,,,
Week 4 - Insights,Top Products,SET OF 36 PANTRY PAPER DOILIES,139.78,,,,SET OF 36 PANTRY PAPER DOILIES,,,,,,139.78,67,33,,,,,,
Week 4 - Insights,Top Products,METAL HERB GERDEN CONTAINER,139.68,,,,METAL HERB GERDEN CONTAINER,,,,,,139.68,24,5,,,,,,
Week 4 - Insights,Top Products,BLUE CIRCLES DESIGN TEDDY,139.65,,,,BLUE CIRCLES DESIGN TEDDY,,,,,,139.65,50,24,,,,,,
Week 4 - Insights,Top Products,VINTAGE ZINC WATERING CAN,139.4,,,,VINTAGE ZINC WATERING CAN,,,,,,139.4,13,8,,,,,,
Week 4 - Insights,Top Products,BATHROOM SCALES RUBBER DUCKS,139.35,,,,BATHROOM SCALES RUBBER DUCKS,,,,,,139.35,41,20,,,,,,
Week 4 - Insights,Top Products,ASSORTED COLOUR METAL CAT,138.75,,,,ASSORTED COLOUR METAL CAT,,,,,,138.75,111,25,,,,,,
Week 4 - Insights,Top Products,YELLOW EASTER EGG HUNT START POST,138.68,,,,YELLOW EASTER EGG HUNT START POST,,,,,,138.68,70,18,,,,,,
Week 4 - Insights,Top Products,SET 4 PICNIC CUTLERY CHERRY,138.45,,,,SET 4 PICNIC CUTLERY CHERRY,,,,,,138.45,71,9,,,,,,
Week 4 - Insights,Top Products,ASS COLOUR GLOWING TIARAS,138.41,,,,ASS COLOUR GLOWING TIARAS,,,,,,138.41,161,24,,,,,,
Week 4 - Insights,Top Products,AMETHYST GLASS/SHELL/PEARL NECKLACE,137.63,,,,AMETHYST GLASS/SHELL/PEARL NECKLACE,,,,,,137.63,15,14,,,,,,
Week 4 - Insights,Top Products,CHRISTMAS RETROSPOT HEART WOOD,137.59,,,,CHRISTMAS RETROSPOT HEART WOOD,,,,,,137.59,139,27,,,,,,
Week 4 - Insights,Top Products,GOLD SCROLL GLASS T-LIGHT HOLDER,137.22,,,,GOLD SCROLL GLASS T-LIGHT HOLDER,,,,,,137.22,80,5,,,,,,
Week 4 - Insights,Top Products,RED DAISY POCKET BOOK,136.64,,,,RED DAISY POCKET BOOK,,,,,,136.64,158,33,,,,,,
Week 4 - Insights,Top Products,WRAP CAROUSEL,136.5,,,,WRAP CAROUSEL,,,,,,136.5,325,12,,,,,,
Week 4 - Insights,Top Products,ASSORTED SANSKRIT MINI NOTEBOOK,136.25,,,,ASSORTED SANSKRIT MINI NOTEBOOK,,,,,,136.25,109,6,,,,,,
Week 4 - Insights,Top Products,SPACE BOY CHILDRENS CUP,135.76,,,,SPACE BOY CHILDRENS CUP,,,,,,135.76,123,5,,,,,,
Week 4 - Insights,Top Products,FUSCHIA FLOWER PURSE WITH BEADS,135.21,,,,FUSCHIA FLOWER PURSE WITH BEADS,,,,,,135.21,147,13,,,,,,
Week 4 - Insights,Top Products,NUMBER TILE COTTAGE GARDEN 6,135.21,,,,NUMBER TILE COTTAGE GARDEN 6,,,,,,135.21,57,20,,,,,,
Week 4 - Insights,Top Products,FLOWER FAIRY 5 DRAWER LINERS,135.15,,,,FLOWER FAIRY 5 DRAWER LINERS,,,,,,135.15,53,19,,,,,,
Week 4 - Insights,Top Products,WHITE 3 FRAME BIRDS AND TREE,135.15,,,,WHITE 3 FRAME BIRDS AND TREE,,,,,,135.15,17,9,,,,,,
Week 4 - Insights,Top Products,ABSTRACT CIRCLES POCKET BOOK,135.15,,,,ABSTRACT CIRCLES POCKET BOOK,,,,,,135.15,159,42,,,,,,
Week 4 - Insights,Top Products,LARGE TORTILLA DESIGN RED BOWL,134.88,,,,LARGE TORTILLA DESIGN RED BOWL,,,,,,134.88,66,21,,,,,,
Week 4 - Insights,Top Products,VINTAGE ENAMEL & CRYSTAL EARRINGS,134.7,,,,VINTAGE ENAMEL & CRYSTAL EARRINGS,,,,,,134.7,27,18,,,,,,
Week 4 - Insights,Top Products,SUMMER BUTTERFLIES BAG CHARM,134.53,,,,SUMMER BUTTERFLIES BAG CHARM,,,,,,134.53,54,31,,,,,,
